,original,abbreviation,X4000,X8000,X12000,length,V6,V7,V8
20958,unassuming,unsmng,unsmng,unssmg,unssmg,6,0,2,2
20959,unassuming,unssmng,unssmng,unssmng,unssmng,7,0,0,0
20960,unassuming,unssumng,unssumng,unssumng,unssumng,8,0,0,0
20961,unavailable,uvi,uvi,uvi,uvi,3,0,0,0
20962,unavailable,uvil,uvil,uvil,uvil,4,0,0,0
20963,unavailable,uvibl,uvibl,uvibl,uvibl,5,0,0,0
20964,unavailable,uvible,uvible,uvible,uvible,6,0,0,0
20965,unavailable,uvilble,uvilble,uvilble,uvilble,7,0,0,0
20966,unavailable,unvilble,unvilble,unvilble,unvilble,8,0,0,0
20967,unavailable,unvailble,unvilable,unvilable,unvilable,9,2,2,2
20968,unbearably,ube,ube,ube,ube,3,0,0,0
20969,unbearably,ubel,ubel,ubel,ubel,4,0,0,0
20970,unbearably,ubebl,ubebl,ubebl,ubebl,5,0,0,0
20971,unbearably,ubebly,ubebly,ubebly,ubebly,6,0,0,0
20972,unbearably,unbebly,unbebly,unbebly,unbebly,7,0,0,0
20973,unbearably,unberbly,unberbly,unberbly,unberbly,8,0,0,0
20974,unbeatable,ube,ube,ube,ube,3,0,0,0
20975,unbeatable,ubel,ubel,ubel,ubel,4,0,0,0
20976,unbeatable,ubebl,ubebl,ubebl,ubebl,5,0,0,0
20977,unbeatable,ubeble,ubeble,ubeble,ubeble,6,0,0,0
20978,unbeatable,unbeble,unbeble,unbeble,unbeble,7,0,0,0
20979,unbeatable,unbeable,unbeable,unbeable,unbeable,8,0,0,0
20980,uncertain,uin,uin,uin,uin,3,0,0,0
20981,uncertain,utin,utin,utin,utin,4,0,0,0
20982,uncertain,untin,untin,untin,untin,5,0,0,0
20983,uncertain,unctin,unctin,unctin,unctin,6,0,0,0
20984,uncertain,unctain,unctain,unctain,unctain,7,0,0,0
20985,uncertainly,uil,uil,uil,uil,3,0,0,0
20986,uncertainly,uily,uily,uily,uily,4,0,0,0
20987,uncertainly,utily,utily,utily,utily,5,0,0,0
20988,uncertainly,untily,untily,untily,untily,6,0,0,0
20989,uncertainly,unctily,unctily,unctily,unctily,7,0,0,0
20990,uncertainly,unctinly,unctinly,unctinly,unctinly,8,0,0,0
20991,uncertainly,unctainly,unctainly,unctainly,unctainly,9,0,0,0
20992,unchanged,ued,ued,ued,ued,3,0,0,0
20993,unchanged,uhed,uhed,uhed,uhed,4,0,0,0
20994,unchanged,unhed,uhaed,uhaed,uhaed,5,2,2,2
20995,unchanged,unhaed,uhaged,uhaged,uhaged,6,2,2,2
20996,unchanged,unhaged,unhaged,unhaged,unhaged,7,0,0,0
20997,uncharted,uhd,uhd,uhd,uhd,3,0,0,0
20998,uncharted,uhtd,uhtd,uhtd,uhtd,4,0,0,0
20999,uncharted,unhtd,uhatd,uhatd,uhatd,5,2,2,2
21000,uncharted,unhatd,unhatd,unhatd,unhatd,6,0,0,0
21001,uncharted,unhartd,unhartd,unhartd,unhartd,7,0,0,0
21002,uncomplicated,uld,uld,uld,uld,3,0,0,0
21003,uncomplicated,upld,upld,upld,upld,4,0,0,0
21004,uncomplicated,unpld,umpld,umpld,umpld,5,1,1,1
21005,uncomplicated,unmpld,unmpld,unmpld,unmpld,6,0,0,0
21006,uncomplicated,uncmpld,uncmpld,uncmpld,uncmpld,7,0,0,0
21007,uncomplicated,uncmplcd,uncmplcd,uncmplcd,uncmplcd,8,0,0,0
21008,uncomplicated,uncmplced,uncmplced,uncmplctd,uncmplctd,9,0,1,1
21009,uncomplicated,uncmplcted,uncmplcted,uncmplcted,uncomplctd,10,0,0,2
21010,uncomplicated,uncomplcted,uncomplcted,uncomplcted,uncomplcatd,11,0,0,2
21011,uncomprehending,upg,upg,upg,upg,3,0,0,0
21012,uncomprehending,uphg,uphg,uphg,uphg,4,0,0,0
21013,uncomprehending,unphg,unphg,unphg,unphg,5,0,0,0
21014,uncomprehending,unmphg,unmphg,unmphg,unmphg,6,0,0,0
21015,uncomprehending,unmphdg,unmphdg,unmphdg,unmphdg,7,0,0,0
21016,uncomprehending,uncmphdg,unmphdng,uncmphdg,uncmphdg,8,2,0,0
21017,uncomprehending,uncmphdng,uncmphdng,uncmprhdg,uncmprhdg,9,0,2,2
21018,uncomprehending,uncmprhdng,uncmprhdng,uncmprhdng,uncmprhdng,10,0,0,0
21019,uncomprehending,uncmprhding,uncmprhding,uncmprhding,uncmprhding,11,0,0,0
21020,uncomprehending,uncmprheding,uncmprheding,uncmprheding,uncmprheding,12,0,0,0
21021,uncomprehending,uncomprheding,uncmprhending,uncmprhending,uncmprhending,13,2,2,2
21022,unconditional,unl,unl,unl,unl,3,0,0,0
21023,unconditional,undl,undl,undl,undl,4,0,0,0
21024,unconditional,uncdl,undal,undtl,undtl,5,2,2,2
21025,unconditional,uncdal,undtal,uncdtl,uncdtl,6,2,1,1
21026,unconditional,uncdtal,uncdtal,uncdtal,uncdtal,7,0,0,0
21027,unconditional,uncdital,uncdital,uncdital,uncdital,8,0,0,0
21028,unconditional,uncditnal,uncditnal,uncditnal,uncditnal,9,0,0,0
21029,unconditional,uncnditnal,uncnditnal,uncnditnal,uncnditnal,10,0,0,0
21030,unconditional,unconditnal,unconditnal,unconditnal,unconditnal,11,0,0,0
21031,uncontested,usd,usd,usd,usd,3,0,0,0
21032,uncontested,unsd,unsd,unsd,unsd,4,0,0,0
21033,uncontested,uncsd,uncsd,uncsd,uncsd,5,0,0,0
21034,uncontested,uncstd,uncstd,uncstd,uncstd,6,0,0,0
21035,uncontested,unctstd,unctstd,unctstd,unctstd,7,0,0,0
21036,uncontested,unctsted,unctsted,uncntstd,uncntstd,8,0,2,2
21037,uncontested,uncntsted,uncntsted,uncntsted,uncontstd,9,0,0,2
21038,uncooperative,upe,upe,upe,upe,3,0,0,0
21039,uncooperative,upve,upve,upve,upve,4,0,0,0
21040,uncooperative,unpve,unpve,unpve,unpve,5,0,0,0
21041,uncooperative,uncpve,uncpve,uncpve,uncpve,6,0,0,0
21042,uncooperative,uncopve,uncopve,uncopve,uncopve,7,0,0,0
21043,uncooperative,uncoptve,uncoptve,uncoptve,uncoptve,8,0,0,0
21044,uncooperative,uncopetve,uncopetve,uncopetve,uncopetve,9,0,0,0
21045,uncooperative,uncoopetve,uncoopetve,uncoopetve,uncoopetve,10,0,0,0
21046,uncooperative,uncoopertve,uncoopertve,uncoopertve,uncoopertve,11,0,0,0
21047,uncounted,uud,uud,uud,uud,3,0,0,0
21048,uncounted,unud,unud,unud,unud,4,0,0,0
21049,uncounted,unund,unund,unund,unund,5,0,0,0
21050,uncounted,uncund,ununtd,ununtd,ununtd,6,2,2,2
21051,uncounted,uncuntd,uncuntd,uncuntd,uncuntd,7,0,0,0
21052,uncritically,ury,ury,ury,ury,3,0,0,0
21053,uncritically,unry,unry,unry,unry,4,0,0,0
21054,uncritically,uncry,uncry,uncry,uncry,5,0,0,0
21055,uncritically,uncrty,uncrly,uncrty,uncrty,6,1,0,0
21056,uncritically,uncrtly,uncrlly,uncrtly,uncrtly,7,1,0,0
21057,uncritically,uncrtlly,uncrtlly,uncrtlly,uncrtcly,8,0,0,1
21058,uncritically,uncrtclly,uncrtclly,uncrtclly,uncrtclly,9,0,0,0
21059,uncritically,uncrtcally,uncrtcally,uncrtcally,uncrtcally,10,0,0,0
21060,uncrowded,uwd,uwd,uwd,uwd,3,0,0,0
21061,uncrowded,uwdd,uwdd,uwdd,uwdd,4,0,0,0
21062,uncrowded,urwdd,urwdd,urwdd,urwdd,5,0,0,0
21063,uncrowded,unrwdd,unrwdd,unrwdd,unrwdd,6,0,0,0
21064,uncrowded,uncrwdd,uncrwdd,uncrwdd,uncrwdd,7,0,0,0
21065,undamaged,uag,uag,uag,uag,3,0,0,0
21066,undamaged,uagd,uagd,uagd,uagd,4,0,0,0
21067,undamaged,uaged,uaged,uaged,uaged,5,0,0,0
21068,undamaged,uamged,uamged,uamged,uamged,6,0,0,0
21069,undamaged,udamged,udamged,udamged,udamged,7,0,0,0
21070,undeclared,ucl,ucl,ucl,ucl,3,0,0,0
21071,undeclared,ucld,ucld,ucld,ucld,4,0,0,0
21072,undeclared,udcld,udcld,udcld,udcld,5,0,0,0
21073,undeclared,undcld,undcld,undcld,undcld,6,0,0,0
21074,undeclared,undclrd,undclrd,undclrd,undclrd,7,0,0,0
21075,undeclared,undclred,undclred,undclred,undclred,8,0,0,0
21076,undemocratic,ucc,ucc,ucc,ucc,3,0,0,0
21077,undemocratic,ucrc,ucrc,ucrc,ucrc,4,0,0,0
21078,undemocratic,umcrc,umcrc,umcrc,umcrc,5,0,0,0
21079,undemocratic,unmcrc,udmcrc,udmcrc,udmcrc,6,1,1,1
21080,undemocratic,undmcrc,undmcrc,undmcrc,undmcrc,7,0,0,0
21081,undemocratic,undmocrc,undmcric,undmocrc,undmocrc,8,2,0,0
21082,undemocratic,undmocrtc,undmocric,undmocrtc,undmocrtc,9,1,0,0
21083,undemocratic,undmocrtic,undmocrtic,undmocrtic,undmocratc,10,0,0,2
21084,underage,uge,uge,uge,uge,3,0,0,0
21085,underage,udge,udge,udge,udge,4,0,0,0
21086,underage,undge,undge,undge,undge,5,0,0,0
21087,underage,undrge,undrge,undrge,undrge,6,0,0,0
21088,underappreciated,upe,upe,upe,upe,3,0,0,0
21089,underappreciated,uppe,uppe,uppe,uppe,4,0,0,0
21090,underappreciated,uppce,uppce,uppce,uppce,5,0,0,0
21091,underappreciated,uppced,uppced,uppced,uppced,6,0,0,0
21092,underappreciated,udppced,udppced,udppced,udppced,7,0,0,0
21093,underappreciated,undppced,undppced,undppced,undppced,8,0,0,0
21094,underappreciated,undpprced,undpprced,undpprced,undpprced,9,0,0,0
21095,underappreciated,undpprcted,undpprcted,undpprcted,undpprcted,10,0,0,0
21096,underappreciated,undpprcited,undpprcited,undpprcited,undpprcited,11,0,0,0
21097,underappreciated,undpprciated,undpprciated,undpprciated,undpprciated,12,0,0,0
21098,underappreciated,undppreciated,undppreciated,undppreciated,undppreciated,13,0,0,0
21099,underappreciated,undrppreciated,undrppreciated,undrppreciated,undrppreciated,14,0,0,0
21100,undercurrent,uct,uct,uct,uct,3,0,0,0
21101,undercurrent,unct,udct,udct,udct,4,1,1,1
21102,undercurrent,undct,undct,undct,undct,5,0,0,0
21103,undercurrent,undcrt,undcrt,undcrt,undcrt,6,0,0,0
21104,undercurrent,undcrnt,undcrnt,undcrnt,undcrrt,7,0,0,1
21105,undercurrent,undcrrnt,undcrrnt,undcrrnt,undcrrnt,8,0,0,0
21106,undercurrent,undcurrnt,undcurrnt,undcurrnt,undcurrnt,9,0,0,0
21107,undercurrent,undcurrent,undcurrent,undcurrent,undcurrent,10,0,0,0
21108,undercut,uct,uct,uct,uct,3,0,0,0
21109,undercut,udct,udct,udct,udct,4,0,0,0
21110,undercut,undct,undct,undct,undct,5,0,0,0
21111,undercut,undcut,undcut,undcut,undcut,6,0,0,0
21112,undercuts,uts,uts,uts,uts,3,0,0,0
21113,undercuts,ucts,ucts,ucts,ucts,4,0,0,0
21114,undercuts,udcts,udcts,udcts,udcts,5,0,0,0
21115,undercuts,undcts,undcts,undcts,undcts,6,0,0,0
21116,undercuts,undcuts,undcuts,undcuts,undcuts,7,0,0,0
21117,underdeveloped,udv,udv,udv,udv,3,0,0,0
21118,underdeveloped,udvp,udvp,udvp,udvp,4,0,0,0
21119,underdeveloped,udvpd,udvpd,udvpd,udvpd,5,0,0,0
21120,underdeveloped,undvpd,udvlpd,udvlpd,udvlpd,6,2,2,2
21121,underdeveloped,unddvpd,uddvlpd,uddvlpd,uddvlpd,7,2,2,2
21122,underdeveloped,unddvlpd,unddvlpd,unddvlpd,unddvlpd,8,0,0,0
21123,underdeveloped,unddvlped,unddvlped,unddvlped,unddvlped,9,0,0,0
21124,underdeveloped,unddvloped,unddvloped,unddvloped,unddvloped,10,0,0,0
21125,underdeveloped,unddveloped,unddveloped,unddveloped,unddveloped,11,0,0,0
21126,underdeveloped,undrdveloped,undrdveloped,undrdveloped,undrdveloped,12,0,0,0
21127,underdogs,uos,uos,uos,uos,3,0,0,0
21128,underdogs,udos,udos,udos,udos,4,0,0,0
21129,underdogs,udogs,udogs,udogs,udogs,5,0,0,0
21130,underdogs,uddogs,uddogs,uddogs,uddogs,6,0,0,0
21131,underdogs,unddogs,unddogs,unddogs,unddogs,7,0,0,0
21132,undergoes,uoe,uoe,uoe,uoe,3,0,0,0
21133,undergoes,ugoe,ugoe,ugoe,ugoe,4,0,0,0
21134,undergoes,ugoes,ugoes,ugoes,ugoes,5,0,0,0
21135,undergoes,udgoes,udgoes,udgoes,udgoes,6,0,0,0
21136,undergoes,undgoes,undgoes,undgoes,undgoes,7,0,0,0
21137,underpin,upi,upi,upi,upi,3,0,0,0
21138,underpin,upin,upin,upin,upin,4,0,0,0
21139,underpin,udpin,udpin,udpin,udpin,5,0,0,0
21140,underpin,undpin,undpin,undpin,undpin,6,0,0,0
21141,underscoring,ucg,ucg,ucg,ucg,3,0,0,0
21142,underscoring,uncg,udcg,udcg,udcg,4,1,1,1
21143,underscoring,undcg,undcg,undcg,undcg,5,0,0,0
21144,underscoring,undcng,undcng,undcng,undcng,6,0,0,0
21145,underscoring,undscng,undscng,undscng,undscng,7,0,0,0
21146,underscoring,undscrng,undscrng,undscrng,undscrng,8,0,0,0
21147,underscoring,undscorng,undscorng,undscorng,undscorng,9,0,0,0
21148,underscoring,undrscorng,undscoring,undrscorng,undrscorng,10,2,0,0
21149,undersecretary,ucy,ucy,ucy,ucy,3,0,0,0
21150,undersecretary,ucty,ucty,ucty,ucty,4,0,0,0
21151,undersecretary,uctry,uctry,ucrty,ucrty,5,0,2,2
21152,undersecretary,ucrtry,ucrtry,ucrtry,ucrtry,6,0,0,0
21153,undersecretary,uncrtry,udcrtry,udcrtry,udcrtry,7,1,1,1
21154,undersecretary,undcrtry,undcrtry,undcrtry,undcrtry,8,0,0,0
21155,undersecretary,undscrtry,undscrtry,undscrtry,undscrtry,9,0,0,0
21156,undersecretary,undscrtary,undscrtary,undscrtary,undscrtary,10,0,0,0
21157,undersecretary,undsecrtary,undsecrtary,undsecrtary,undsecrtary,11,0,0,0
21158,undersecretary,undsecretary,undsecretary,undsecretary,undsecretary,12,0,0,0
21159,understand,udd,und,udd,udd,3,1,0,0
21160,understand,udnd,udnd,undd,undd,4,0,2,2
21161,understand,undnd,undnd,undnd,undnd,5,0,0,0
21162,understand,undtnd,undtnd,undtnd,undtnd,6,0,0,0
21163,understand,undstnd,undstnd,undstnd,undstnd,7,0,0,0
21164,understand,undstand,undstand,undstand,undstand,8,0,0,0
21165,understandable,ual,ual,ual,ual,3,0,0,0
21166,understandable,uabl,uabl,uabl,uabl,4,0,0,0
21167,understandable,uable,uable,uable,uable,5,0,0,0
21168,understandable,unable,udable,udable,udable,6,1,1,1
21169,understandable,undable,uddable,uddable,uddable,7,1,1,1
21170,understandable,unddable,unddable,unddable,unddable,8,0,0,0
21171,understandable,undtdable,undtdable,undtdable,undtdable,9,0,0,0
21172,understandable,undstdable,undstdable,undstdable,undstdable,10,0,0,0
21173,understandable,undstndable,undstndable,undstndable,undstndable,11,0,0,0
21174,understandable,undstandable,undstandable,undstandable,undstandable,12,0,0,0
21175,understanding,ung,udg,udg,udg,3,1,1,1
21176,understanding,undg,uddg,uddg,uddg,4,1,1,1
21177,understanding,unddg,unddg,unddg,unddg,5,0,0,0
21178,understanding,unddng,unddng,unddng,undtdg,6,0,0,2
21179,understanding,undtdng,undtdng,undtdng,undtdng,7,0,0,0
21180,understanding,undtding,undtding,undtding,undtding,8,0,0,0
21181,understanding,undstding,undtnding,undtnding,undtnding,9,2,2,2
21182,understanding,undstnding,undstnding,undstnding,undstnding,10,0,0,0
21183,understanding,undstanding,undstanding,undstanding,undstanding,11,0,0,0
21184,undertake,uke,uke,uke,uke,3,0,0,0
21185,undertake,utke,utke,utke,utke,4,0,0,0
21186,undertake,udtke,udtke,udtke,udtke,5,0,0,0
21187,undertake,undtke,undtke,undtke,undtke,6,0,0,0
21188,undertake,undtake,undtake,undtake,undtake,7,0,0,0
21189,undertaker,uke,uke,uke,uke,3,0,0,0
21190,undertaker,uker,uker,uker,uker,4,0,0,0
21191,undertaker,utker,utker,utker,utker,5,0,0,0
21192,undertaker,udtker,udtker,udtker,udtker,6,0,0,0
21193,undertaker,undtker,undtker,undtker,undtker,7,0,0,0
21194,undertaker,undtaker,undtaker,undtaker,undtaker,8,0,0,0
21195,undertakes,uke,uke,uke,uke,3,0,0,0
21196,undertakes,ukes,ukes,ukes,ukes,4,0,0,0
21197,undertakes,utkes,utkes,utkes,utkes,5,0,0,0
21198,undertakes,udtkes,udtkes,udtkes,udtkes,6,0,0,0
21199,undertakes,undtkes,undtkes,undtkes,undtkes,7,0,0,0
21200,undertakes,undtakes,undtakes,undtakes,undtakes,8,0,0,0
21201,undervalued,uue,uue,uue,uue,3,0,0,0
21202,undervalued,uued,uued,uued,uued,4,0,0,0
21203,undervalued,unued,udued,udued,udued,5,1,1,1
21204,undervalued,undued,undued,undued,undued,6,0,0,0
21205,undervalued,undvued,undvued,undvued,undvued,7,0,0,0
21206,undervalued,undvlued,undvlued,undvlued,undvlued,8,0,0,0
21207,undervalued,undvalued,undvalued,undvalued,undvalued,9,0,0,0
21208,underwear,uwr,uwr,uwr,uwr,3,0,0,0
21209,underwear,uwer,uwer,uwer,uwer,4,0,0,0
21210,underwear,udwer,uwear,udwer,udwer,5,2,0,0
21211,underwear,undwer,udwear,undwer,undwer,6,2,0,0
21212,underwear,undwear,undwear,undwear,undwear,7,0,0,0
21213,underwent,uwt,uwt,uwt,uwt,3,0,0,0
21214,underwent,uwet,uwet,uwet,uwet,4,0,0,0
21215,underwent,udwet,udwet,udwet,udwet,5,0,0,0
21216,underwent,undwet,undwet,undwet,undwet,6,0,0,0
21217,underwent,undwent,undwent,undwent,undwent,7,0,0,0
21218,underwrite,uwr,uwr,uwr,uwr,3,0,0,0
21219,underwrite,uwre,uwre,uwre,uwre,4,0,0,0
21220,underwrite,uwrte,uwrte,uwrte,uwrte,5,0,0,0
21221,underwrite,udwrte,udwrte,udwrte,udwrte,6,0,0,0
21222,underwrite,undwrte,undwrte,undwrte,undwrte,7,0,0,0
21223,underwrite,undwrite,undwrite,undwrite,undrwrte,8,0,0,2
21224,underwriter,uwr,uwr,uwr,uwr,3,0,0,0
21225,underwriter,uwrr,uwrr,uwrr,uwrr,4,0,0,0
21226,underwriter,unwrr,udwrr,udwrr,udwrr,5,1,1,1
21227,underwriter,undwrr,undwrr,undwrr,undwrr,6,0,0,0
21228,underwriter,undwrtr,undwrtr,undwrtr,undwrtr,7,0,0,0
21229,underwriter,undwrter,undwrter,undwrter,undwrter,8,0,0,0
21230,underwriter,undrwrter,undrwrter,undrwrter,undrwrter,9,0,0,0
21231,undeserved,usd,usd,usd,usd,3,0,0,0
21232,undeserved,usvd,usvd,usvd,usvd,4,0,0,0
21233,undeserved,udsvd,udsvd,udsvd,udsvd,5,0,0,0
21234,undeserved,undsvd,undsvd,undsvd,undsvd,6,0,0,0
21235,undeserved,undsved,undsved,undsved,undsved,7,0,0,0
21236,undeserved,undseved,undseved,undseved,undseved,8,0,0,0
21237,undetectable,ucl,ucl,ucl,ucl,3,0,0,0
21238,undetectable,ucbl,ucbl,ucbl,ucbl,4,0,0,0
21239,undetectable,ucble,ucble,ucble,ucble,5,0,0,0
21240,undetectable,utcble,utcble,utcble,utcble,6,0,0,0
21241,undetectable,untcble,udtcble,udtcble,udtcble,7,1,1,1
21242,undetectable,undtcble,undtcble,undtcble,undtcble,8,0,0,0
21243,undetectable,undtctble,undtctble,undtctble,undtctble,9,0,0,0
21244,undetectable,undtctable,undtctable,undtctable,undtctable,10,0,0,0
21245,undivided,udd,udd,udd,udd,3,0,0,0
21246,undivided,uidd,uidd,uidd,uidd,4,0,0,0
21247,undivided,uvidd,uvidd,uvidd,uvidd,5,0,0,0
21248,undivided,udvidd,udvidd,udvidd,udvidd,6,0,0,0
21249,undivided,undvidd,undvidd,undvidd,undvidd,7,0,0,0
21250,undoubtedly,uou,uou,uou,uou,3,0,0,0
21251,undoubtedly,uoub,uoub,uoub,uoub,4,0,0,0
21252,undoubtedly,uoubt,uoubt,uoubt,uoubt,5,0,0,0
21253,undoubtedly,uoubtl,uoubtl,uoubtl,uoubtl,6,0,0,0
21254,undoubtedly,uoubtly,uoubtly,uoubtly,uoubtly,7,0,0,0
21255,undoubtedly,uoubtdly,uoubtdly,uoubtdly,uoubtdly,8,0,0,0
21256,undoubtedly,unoubtdly,udoubtdly,udoubtdly,udoubtdly,9,1,1,1
21257,undressed,usd,usd,usd,usd,3,0,0,0
21258,undressed,ursd,ursd,ursd,ursd,4,0,0,0
21259,undressed,udrsd,udrsd,udrsd,udrsd,5,0,0,0
21260,undressed,undrsd,udrssd,udrssd,udrssd,6,2,2,2
21261,undressed,undrssd,undrssd,undrssd,undrssd,7,0,0,0
21262,uneasily,uey,uey,uey,uey,3,0,0,0
21263,uneasily,uely,uely,uely,uely,4,0,0,0
21264,uneasily,uesly,uesly,uesly,uesly,5,0,0,0
21265,uneasily,unesly,unesly,unesly,unesly,6,0,0,0
21266,unelected,uec,uec,uec,uec,3,0,0,0
21267,unelected,uecd,uecd,uecd,uecd,4,0,0,0
21268,unelected,uelcd,uelcd,uelcd,uelcd,5,0,0,0
21269,unelected,unelcd,unelcd,unelcd,unelcd,6,0,0,0
21270,unelected,unelctd,unelctd,unelctd,unelctd,7,0,0,0
21271,unemotional,uet,uet,uet,uet,3,0,0,0
21272,unemotional,uetl,uetl,uetl,uetl,4,0,0,0
21273,unemotional,uemtl,uemtl,uemtl,uemtl,5,0,0,0
21274,unemotional,unemtl,unemtl,unemtl,unemtl,6,0,0,0
21275,unemotional,unemtal,unemtal,unemtal,unemtal,7,0,0,0
21276,unemotional,unemtnal,unemtnal,unemtnal,unemtnal,8,0,0,0
21277,unemotional,unemotnal,unemotnal,unemotnal,unemotnal,9,0,0,0
21278,unencumbered,uee,uee,uee,uee,3,0,0,0
21279,unencumbered,ueed,ueed,ueed,ueed,4,0,0,0
21280,unencumbered,uebed,uebed,uebed,uebed,5,0,0,0
21281,unencumbered,unebed,unebed,unebed,unebed,6,0,0,0
21282,unencumbered,unembed,unembed,unembed,unembed,7,0,0,0
21283,unencumbered,unecmbed,unembeed,unecmbed,unecmbed,8,2,0,0
21284,unencumbered,unecmbeed,unecmbeed,unecmbeed,unecmbeed,9,0,0,0
21285,unencumbered,unecumbeed,unecumbeed,unecumbeed,unecumbeed,10,0,0,0
21286,unethical,uel,uel,uel,uel,3,0,0,0
21287,unethical,uetl,uetl,uetl,uetl,4,0,0,0
21288,unethical,unetl,uethl,uethl,uethl,5,2,2,2
21289,unethical,unethl,unethl,unethl,unethl,6,0,0,0
21290,unethical,unethal,unethal,unethal,unethcl,7,0,0,1
21291,unfailingly,uil,uil,uil,uil,3,0,0,0
21292,unfailingly,ufil,ufil,ufil,ufil,4,0,0,0
21293,unfailingly,ufily,ufily,ufily,ufily,5,0,0,0
21294,unfailingly,ufilly,ufilly,ufilly,ufilly,6,0,0,0
21295,unfailingly,unfilly,unfilly,unfilly,unfilly,7,0,0,0
21296,unfailingly,unfilgly,unfilgly,unfilgly,unfilgly,8,0,0,0
21297,unfailingly,unfailgly,unfilngly,unfilngly,unfilngly,9,2,2,2
21298,unfamiliar,ufr,ufr,ufr,ufr,3,0,0,0
21299,unfamiliar,uflr,uflr,uflr,uflr,4,0,0,0
21300,unfamiliar,ufmlr,ufmlr,ufmlr,ufmlr,5,0,0,0
21301,unfamiliar,unfmlr,unfmlr,unfmlr,unfmlr,6,0,0,0
21302,unfamiliar,unfmlar,unfmlar,unfmlar,unfmlar,7,0,0,0
21303,unfamiliar,unfmilar,unfmilar,unfmilar,unfmilar,8,0,0,0
21304,unfiltered,ufi,ufi,ufi,ufi,3,0,0,0
21305,unfiltered,ufid,ufid,ufid,ufid,4,0,0,0
21306,unfiltered,ufild,ufild,ufild,ufild,5,0,0,0
21307,unfiltered,unfild,unfild,unfild,unfild,6,0,0,0
21308,unfiltered,unfiltd,unfiltd,unfiltd,unfiltd,7,0,0,0
21309,unfiltered,unfilted,unfilted,unfilted,unfilted,8,0,0,0
21310,unflappable,upl,upl,upl,upl,3,0,0,0
21311,unflappable,ufpl,ufpl,ufpl,ufpl,4,0,0,0
21312,unflappable,uflpl,uflpl,uflpl,uflpl,5,0,0,0
21313,unflappable,uflppl,uflppl,uflppl,uflppl,6,0,0,0
21314,unflappable,uflppbl,uflppbl,uflppbl,uflppbl,7,0,0,0
21315,unflappable,uflppble,uflppble,uflppble,uflppble,8,0,0,0
21316,unflappable,unflppble,unflppble,unflppble,unflppble,9,0,0,0
21317,unforgivable,uol,uol,uol,uol,3,0,0,0
21318,unforgivable,ufol,ufol,ufol,ufol,4,0,0,0
21319,unforgivable,ufogl,ufogl,ufogl,ufogl,5,0,0,0
21320,unforgivable,ufogbl,ufogbl,ufogbl,ufogbl,6,0,0,0
21321,unforgivable,ufogble,ufogble,ufogble,ufogble,7,0,0,0
21322,unforgivable,ufogvble,ufogvble,ufogvble,ufogvble,8,0,0,0
21323,unforgivable,unfogvble,unfogvble,unfogvble,unfogvble,9,0,0,0
21324,unforgivable,unfogvable,unfogvable,unfogvable,unfogvable,10,0,0,0
21325,unfounded,uou,uou,uou,uou,3,0,0,0
21326,unfounded,ufou,ufou,ufou,ufou,4,0,0,0
21327,unfounded,ufoud,ufoud,ufoud,ufoud,5,0,0,0
21328,unfounded,ufoudd,ufoudd,ufoudd,ufoudd,6,0,0,0
21329,unfounded,unfoudd,unfoudd,unfoudd,unfoudd,7,0,0,0
21330,unfunded,ufu,ufu,ufu,ufu,3,0,0,0
21331,unfunded,ufud,ufud,ufud,ufud,4,0,0,0
21332,unfunded,ufudd,ufudd,ufudd,ufudd,5,0,0,0
21333,unfunded,unfudd,unfudd,unfudd,unfudd,6,0,0,0
21334,unhappily,uhp,uhp,uhp,uhp,3,0,0,0
21335,unhappily,uhpi,uhpi,uhpi,uhpi,4,0,0,0
21336,unhappily,uhppi,uhppi,uhppi,uhppi,5,0,0,0
21337,unhappily,uhppiy,uhppiy,uhppiy,uhppiy,6,0,0,0
21338,unhappily,uhppily,uhppily,uhppily,uhppily,7,0,0,0
21339,uniformed,uom,uom,uom,uom,3,0,0,0
21340,uniformed,uomd,uomd,uomd,uomd,4,0,0,0
21341,uniformed,ufomd,ufomd,ufomd,ufomd,5,0,0,0
21342,uniformed,unfomd,unfomd,unfomd,unfomd,6,0,0,0
21343,uniformed,unformd,unfomed,unformd,unformd,7,2,0,0
21344,uniforms,uom,uom,uom,uom,3,0,0,0
21345,uniforms,uoms,uoms,uoms,uoms,4,0,0,0
21346,uniforms,ufoms,ufoms,ufoms,ufoms,5,0,0,0
21347,uniforms,unfoms,unfoms,unfoms,unfoms,6,0,0,0
21348,unilateralism,usm,usm,usm,usm,3,0,0,0
21349,unilateralism,ulsm,ulsm,ulsm,ulsm,4,0,0,0
21350,unilateralism,unlsm,unlsm,unlsm,unlsm,5,0,0,0
21351,unilateralism,unllsm,unllsm,unllsm,unllsm,6,0,0,0
21352,unilateralism,unlalsm,unlalsm,unlalsm,unlalsm,7,0,0,0
21353,unilateralism,unilalsm,unilalsm,unilalsm,unilalsm,8,0,0,0
21354,unilateralism,unilatlsm,unilatlsm,unilatlsm,unilatlsm,9,0,0,0
21355,unilateralism,unilatlism,unilatlism,unilatlism,unilatlism,10,0,0,0
21356,unilateralism,unilatrlism,unilatrlism,unilatrlism,unilatrlism,11,0,0,0
21357,unilaterally,uly,uly,uly,uly,3,0,0,0
21358,unilaterally,unly,unly,unly,unly,4,0,0,0
